period,atmid,layout,value_unit_published,atm_onsite,atm_offsite,pos_online,pos_offline,cc_cards,cc_atm_vol,cc_pos_vol,cc_atm_val,cc_pos_val,dc_cards,dc_atm_vol,dc_pos_vol,dc_atm_val,dc_pos_val,atm_online,atm_offline,micro_atm,bharat_qr,pos,upi_qr,cc_ecom_vol,cc_ecom_val,cc_other_vol,cc_other_val,dc_ecom_vol,dc_ecom_val,dc_other_vol,dc_other_val,dc_cashpos_vol,dc_cashpos_val,cc_atm_val_mn,cc_pos_val_mn,dc_atm_val_mn,dc_pos_val_mn,cc_ecom_val_mn,cc_other_val_mn,dc_ecom_val_mn,dc_other_val_mn,dc_cashpos_val_mn
2018-04,86,A14,million,104011.0,101173.0,3193356.0,0.0,37782876.0,727175.0,132318612.0,3396.1486415799995,448369.73470076005,906465905.0,758938556.0,333766148.0,2647970.79590704,454571.3216744822,,,,,,,,,,,,,,,,,3396.1486415799995,448369.73470076005,2647970.79590704,454571.3216744822,,,,,
2018-05,87,A14,million,107230.0,99759.0,3247096.0,0.0,38604630.0,748783.0,138290485.0,3500.192271109999,472847.65826348,923962038.0,748042005.0,352117113.0,2647507.5713547803,468079.3550275644,,,,,,,,,,,,,,,,,3500.192271109999,472847.65826348,2647507.5713547803,468079.3550275644,,,,,
2018-06,88,A14,million,108202.0,98207.0,3311184.0,0.0,39380747.0,748395.0,135976847.0,3528.0110992987,462799.15358526865,944273757.0,752711129.0,358821967.0,2680753.49461353,479234.52083313005,,,,,,,,,,,,,,,,,3528.0110992987,462799.15358526865,2680753.49461353,479234.52083313005,,,,,
2018-07,89,A14,million,108375.0,97879.0,3268817.0,0.0,40166013.0,804212.0,145006210.0,3723.1911704299996,477625.28117276006,962000213.0,781758131.0,367352976.0,2683759.66788364,483062.02729240333,,,,,,,,,,,,,,,,,3723.1911704299996,477625.28117276006,2683759.66788364,483062.02729240333,,,,,
2018-08,90,A14,million,107914.0,97751.0,3332484.0,0.0,41041092.0,839033.0,144201787.0,3862.3530391000004,479858.99700220994,980197288.0,805522146.0,357172130.0,2759761.3626223104,489719.34280574496,,,,,,,,,,,,,,,,,3862.3530391000004,479858.99700220994,2759761.3626223104,489719.34280574496,,,,,
2018-09,91,A14,million,108197.0,97669.0,3393396.0,0.0,41775757.0,800216.0,138230471.0,3718.0869658700003,461067.89017756004,982449131.0,798646330.0,362438893.0,2690597.2279980914,458007.97415802884,,,,,,,,,,,,,,,,,3718.0869658700003,461067.89017756004,2690597.2279980914,458007.97415802884,,,,,
2018-10,92,A14,million,106852.0,97327.0,3450355.0,0.0,42675239.0,908597.0,161064473.0,4182.30869963,561835.00629321,997105700.0,869635176.0,392608041.0,2933988.89586319,541862.2370359005,,,,,,,,,,,,,,,,,4182.30869963,561835.00629321,2933988.89586319,541862.2370359005,,,,,
2018-11,93,A14,million,106664.0,97254.0,3510859.0,0.0,43235366.0,800554.0,145845853.0,3760.88562238,516213.15313380014,992563471.0,840233143.0,375728777.0,2779001.738747972,539112.0572232256,,,,,,,,,,,,,,,,,3760.88562238,516213.15313380014,2779001.738747972,539112.0572232256,,,,,
2018-12,94,A14,million,106412.0,96854.0,3595912.0,0.0,44213752.0,875230.0,158341891.0,4032.34906494,542399.4225265599,958150285.0,914307302.0,386688194.0,3139012.997819031,530214.103072337,,,,,,,,,,,,,,,,,4032.34906494,542399.4225265599,3139012.997819031,530214.103072337,,,,,
2019-01,95,A14,million,106741.0,96717.0,3657596.0,0.0,45171042.0,863570.0,159565397.0,3942.71470856,549517.35175749,923395544.0,880481648.0,373531187.0,2661241.97254073,505682.30420642643,,,,,,,,,,,,,,,,,3942.71470856,549517.35175749,2661241.97254073,505682.30420642643,,,,,
2019-02,96,A14,million,106562.0,96280.0,3636851.0,0.0,46061631.0,792599.0,141336179.0,3700.4405708100003,484961.57532077,930944419.0,817915222.0,346481710.0,2594307.339494909,455089.0204514283,,,,,,,,,,,,,,,,,3700.4405708100003,484961.57532077,2594307.339494909,455089.0204514283,,,,,
2019-03,97,A14,million,106380.0,95816.0,3722229.0,0.0,47088647.0,862737.0,162411418.0,3983.2832117300004,576638.13113164,905813162.0,891423739.0,407565680.0,2889992.1428348306,530111.4896783,,,,,,,,,,,,,,,,,3983.2832117300004,576638.13113164,2889992.1428348306,530111.4896783,,,,,
2019-04,98,A14,million,109644.0,97487.0,3757621.0,0.0,47996791.0,864856.0,166920586.0,4016.58188127,577140.3486608301,860294723.0,808909049.0,413080303.0,2843963.33910445,553508.7296321199,,,,,,,,,,,,,,,,,4016.58188127,577140.3486608301,2843963.33910445,553508.7296321199,,,,,
2019-05,99,A14,million,109718.0,97101.0,3845111.0,0.0,48920802.0,889516.0,173153090.0,4173.211374820001,612824.6459541218,800437073.0,815710204.0,412530896.0,2946667.5661874893,580468.0333396898,,,,,,,,,,,,,,,,,4173.211374820001,612824.6459541218,2946667.5661874893,580468.0333396898,,,,,
2019-06,100,A14,million,109310.0,96892.0,4068954.0,0.0,49648103.0,812043.0,163233489.0,3883.62214923,569284.15573061,811944533.0,800484063.0,412135421.0,2834028.9397782,574532.8766663598,,,,,,,,,,,,,,,,,3883.62214923,569284.15573061,2834028.9397782,574532.8766663598,,,,,
2019-07,101,A14,lakh,109660.0,97120.0,4252850.0,0.0,50263911.0,865285.0,178415705.0,40916.8480474,5961638.6228269,815385724.0,816014770.0,425640612.0,28213275.123717718,5854507.021520699,,,,,,,,,,,,,,,,,4091.6848047400003,596163.86228269,2821327.512371772,585450.70215207,,,,,
2019-08,102,A14,lakh,109846.0,97298.0,4409250.0,0.0,51765489.0,857567.0,179573229.0,41033.43320719999,5960058.946829999,826130369.0,814308309.0,429319260.0,28744752.840233892,5807757.60599125,,,,,,,,,,,,,,,,,4103.343320719999,596005.8946829999,2874475.284023389,580775.7605991251,,,,,
2019-09,103,A14,lakh,109419.0,97170.0,4589727.0,0.0,52589719.0,817667.0,179470522.0,39218.5527742,5945313.255256101,835593848.0,794021516.0,414933634.0,27378642.501435984,5571828.649281783,,,,,,,,,,,,,,,,,3921.8552774199998,594531.3255256101,2737864.2501435988,557182.8649281784,,,,,
2019-10,104,A14,lakh,110425.0,97318.0,4825074.0,0.0,53358641.0,833239.0,202809408.0,41518.798050100006,7115614.6680846,843622237.0,859039468.0,454995602.0,31563179.890669294,7012632.230833196,,,,,,,,,,,,,,,,,4151.87980501,711561.4668084601,3156317.9890669296,701263.2230833196,,,,,
2019-11,105,A14,lakh,112255.0,97350.0,4128351.0,0.0,54410765.0,800153.0,182493272.0,38120.588450869494,6013024.837705133,830758590.0,624014269.5313482,423585571.0,28157035.428163435,5758967.663628257,,,,,,,,,,,,,,,,,3812.0588450869495,601302.4837705133,2815703.5428163437,575896.7663628258,,,,,
2019-12,106,A14,lakh,112458.0,97181.0,4248777.0,0.0,55332847.0,892582.0,204968027.0,42263.9197436,6618640.2298551,805324206.0,646212550.0,451159082.0,29042372.00549661,6199780.735151054,,,,,,,,,,,,,,,,,4226.391974360001,661864.0229855101,2904237.200549661,619978.0735151054,,,,,
2020-01,107,A14,lakh,112944.0,97319.0,4291612.0,0.0,56120245.0,854729.0,202928825.0,39999.894548599994,6700224.7559772,816726429.0,650446916.0,458447093.0,29505510.835175965,6215352.857335801,,,,,,,,,,,,,,,,,3999.9894548599996,670022.4755977201,2950551.0835175966,621535.2857335801,,,,,
2020-02,108,A14,lakh,113393.0,97448.0,4370702.0,0.0,57158090.0,798668.0,189500958.0,37983.7372766,6252309.4263861,823022953.0,615719444.0,429678771.0,28277727.492699306,5784051.227084702,,,,,,,,,,,,,,,,,3798.37372766,625230.94263861,2827772.7492699306,578405.1227084702,,,,,
2020-03,109,A14,lakh,113271.0,97489.0,4434514.0,0.0,57745105.0,755039.0,164669913.0,36037.73908390001,5069649.766452201,828561639.0,541624607.0,363203523.0,24809660.3911801,4764615.444367701,,,,,,,,,,,,,,,,,3603.773908390001,506964.9766452201,2480966.03911801,476461.54443677014,,,,,
2020-04,110,A14,lakh,112876.0,97319.0,4391929.0,0.0,57360145.0,368138.0,77124451.0,15931.898047300001,2085817.4856508998,829446698.0,294186684.0,208271816.0,12891744.5272857,2299815.8774719993,,,,,,,,,,,,,,,,,1593.18980473,208581.74856509,1289174.4527285702,229981.58774719993,,,,,
2020-05,111,B16,lakh,113210.0,97205.0,4322169.0,0.0,57179899.0,276473.0,103129469.0,14155.414686699996,3227086.2589381,835349120.0,406784106.0,268563775.0,19576126.667021498,3762155.2422782998,,,398040.0,2059417.0,,,,,,,,,,,,,1415.5414686699996,322708.62589381007,1957612.66670215,376215.52422783,,,,,
2020-06,112,B16,lakh,113350.0,97128.0,4325830.0,0.0,57289033.0,323585.0,125170869.0,16361.411464999997,4281813.2921961,845414384.0,470430102.0,302088132.0,22930259.863006894,4725552.696043614,,,409980.0,2151421.0,,,,,,,,,,,,,1636.1411464999999,428181.32921960996,2293025.9863006896,472555.26960436144,,,,,
2020-07,113,B16,lakh,113577.0,96412.0,4357123.0,0.0,57632047.0,330114.0,132321200.0,16698.219901399996,4556763.7909462,852355001.0,467025054.0,318383225.0,23182775.642256197,4983981.830929197,,,439706.0,2236878.0,,,,,,,,,,,,,1669.8219901399998,455676.37909462,2318277.5642256197,498398.18309291976,,,,,
2020-08,114,B16,lakh,112968.0,96142.0,4355180.0,0.0,57830597.0,366552.0,142898722.0,18380.191819299995,5031906.284349901,858710451.0,484310720.0,340869732.0,23617104.8234157,5427713.775319407,,,441178.0,2299411.0,,,,,,,,,,,,,1838.0191819299996,503190.62843499007,2361710.4823415703,542771.3775319407,,,,,
2020-09,115,B16,lakh,113981.0,96068.0,4423465.0,0.0,58694212.0,437052.0,149059215.0,21700.931091899998,5113966.8804489,865435000.0,504702374.0,352878514.0,24084203.482158605,5484704.017653014,,,461625.0,2396252.0,,,,,,,,,,,,,2170.0931091899997,511396.68804489006,2408420.348215861,548470.4017653014,,,,,
2020-10,116,B16,lakh,114285.0,95596.0,4581333.0,0.0,59419834.0,485208.0,171802593.0,24048.16529825,6465148.133680141,874165072.0,563516490.0,395324498.0,26842593.294270396,6859087.655261019,,,489603.0,2604546.0,,,,,,,,,,,,,2404.816529825,646514.8133680141,2684259.3294270397,685908.7655261019,,,,,
2020-11,117,B16,lakh,114475.0,94807.0,4576740.0,0.0,60113014.0,464824.0,166257081.0,23132.88137275,6234971.611095412,892702010.0,586452997.0,378977263.0,27755686.668683007,6735662.69928261,,,497186.0,3045650.0,,,,,,,,,,,,,2313.288137275,623497.1611095412,2775568.666868301,673566.269928261,,,,,
2020-12,118,B16,lakh,114045.0,94435.0,5784631.0,0.0,60397171.0,502048.0,174207947.0,24668.9084284,6360056.516988301,885659754.0,580060844.0,382247547.0,27050570.219002094,6509267.022437699,,,496510.0,3199878.0,,,,,,,,,,,,,2466.89084284,636005.6516988301,2705057.0219002096,650926.70224377,,,,,
2021-01,119,B16,lakh,114588.0,94756.0,4654521.0,0.0,61097889.0,504747.0,174418900.0,25111.347710100003,6473702.9673208995,888065146.0,581666092.0,374498966.0,27049183.406488307,6301742.817737798,,,512004.0,3360228.0,,,,,,,,,,,,,2511.1347710100003,647370.29673209,2704918.340648831,630174.2817737799,,,,,
2021-02,120,B16,lakh,114388.0,95452.0,4714916.0,0.0,61647183.0,498184.0,161376998.0,25347.764552899996,6010448.565803299,894001925.0,550914493.0,345831686.0,25865758.208882608,5878326.8412788985,,,511761.0,3492106.0,,,,,,,,,,,,,2534.77645529,601044.85658033,2586575.820888261,587832.6841278899,,,,,
2021-03,121,B16,lakh,115605.0,97970.0,4720077.0,0.0,62049087.0,592315.0,188726583.0,30663.8762651,7231876.4904536,898201796.0,601188008.0,377433789.0,28463552.519779902,6681934.356276001,,,543055.0,3569890.0,,,,,,,,,,,,,3066.3876265100002,723187.64904536,2846355.2519779904,668193.4356276002,,,,,
2021-04,122,B16,lakh,115775.0,98684.0,4524724.0,0.0,62260420.0,509777.0,157531178.0,25842.2893732,5904906.8604906,900500492.0,522929814.0,322525449.0,25495236.24168479,5573874.737139697,,,551116.0,4028012.0,,,,,,,,,,,,,2584.22893732,590490.68604906,2549523.6241684793,557387.4737139697,,,,,
2021-05,123,B16,lakh,110623.0,104031.0,4520278.0,0.0,62393434.0,365460.0,134472696.0,18642.6794052,5201381.36800372,901971345.0,414654232.0,256779645.0,20248507.220004313,4282020.2105388995,,,562010.0,4021919.0,,,,,,,,,,,,,1864.2679405200001,520138.13680037204,2024850.7220004313,428202.02105389,,,,,
2021-06,124,B16,lakh,115552.0,98214.0,4593265.0,0.0,62815482.0,431828.0,154700561.0,21870.588677400003,6274596.148098536,905631469.0,473935555.0,294645257.0,22919189.140823394,5057623.174553199,,,590959.0,4082995.0,,,,,,,,,,,,,2187.0588677400006,627459.6148098536,2291918.9140823395,505762.3174553199,,,,,
2021-07,125,B16,lakh,115284.0,98149.0,4607703.0,0.0,63414463.0,474418.0,182048394.0,23526.268597299997,7488467.088198397,905629313.0,535221195.0,340400346.0,25431216.914415505,6059873.795128798,,,611170.0,4250836.0,,,,,,,,,,,,,2352.62685973,748846.7088198398,2543121.691441551,605987.3795128799,,,,,
2021-08,126,B16,lakh,116105.0,97465.0,4816066.0,0.0,63934371.0,501945.0,190470198.0,24823.068715100006,7773293.7054674,911042717.0,566033176.0,358583785.0,26303305.77894989,6435151.839674999,,,631055.0,4351569.0,,,,,,,,,,,,,2482.3068715100007,777329.37054674,2630330.5778949894,643515.1839675,,,,,
2021-09,127,B16,lakh,115762.0,97383.0,4976716.0,0.0,65025075.0,498753.0,184720412.0,24950.817747599,8022768.614081101,919383882.0,551639171.0,348779858.0,25732206.128347605,6207388.685207995,,,649671.0,4374057.0,,,,,,,,,,,,,2495.0817747599003,802276.8614081101,2573220.612834761,620738.8685207994,,,,,
2021-10,128,B16,lakh,115427.0,97570.0,5155025.0,0.0,66360808.0,564345.0,215581145.0,28586.933664599997,10094276.912642298,932833548.0,600559852.0,384982370.0,28917728.998909995,7593710.232998206,,,670515.0,4435785.0,,,,,,,,,,,,,2858.69336646,1009427.6912642298,2891772.899891,759371.0232998207,,,,,
2021-11,129,B16,lakh,114973.0,97745.0,5292489.0,0.0,67582583.0,545710.0,201116167.0,27587.966296100003,8921681.4303571,934007125.0,566090747.0,340392618.0,27106039.340486597,6660298.031866804,,,692615.0,4542458.0,,,,,,,,,,,,,2758.7966296100003,892168.1430357101,2710603.93404866,666029.8031866804,,,,,
2021-12,130,B16,lakh,116001.0,97036.0,5498311.0,0.0,68948699.0,590456.0,211258456.0,29523.033202649996,9390721.259750899,937741694.0,589655460.0,349550742.0,27967659.2172149,6594855.564828005,,,726949.0,4647262.0,,,,,,,,,,,,,2952.303320265,939072.12597509,2796765.92172149,659485.5564828005,,,,,
2022-01,131,B16,lakh,116632.0,97160.0,5619986.0,0.0,70252069.0,548917.0,195805022.0,26941.207646950006,8776849.906520901,940928583.0,552712647.0,318760886.0,26167402.610902704,5949476.782497401,,,777807.0,4696600.0,,,,,,,,,,,,,2694.1207646950006,877684.9906520902,2616740.2610902707,594947.6782497402,,,,,
2022-02,132,B16,lakh,116777.0,97699.0,5833870.0,0.0,71707614.0,530025.0,188423247.0,26376.420181100002,8604099.516911801,935065914.0,526952629.0,295201932.0,25573223.294001706,5657617.951211897,,,850608.0,4827104.0,,,,,,,,,,,,,2637.64201811,860409.9516911801,2557322.3294001706,565761.7951211897,,,,,
2022-03,133,C26,thousand,116794.0,98267.0,,,73627330.0,679817.0,113433127.0,3437546.5022899997,387769470.36836785,917665707.0,592787053.0,207845477.0,2858925535.352309,407699961.0678502,,,915834.0,4971779.0,6070142.0,172733615.0,110317334.0,683297493.4377021,751.0,397.84528,118976736.0,226873630.88633013,696701.0,5945062.05206,221118.0,213145.9799,3437.54650229,387769.47036836785,2858925.5353523092,407699.9610678502,683297.4934377021,0.39784528,226873.63088633012,5945.06205206,213.14597990000001
2022-04,134,C26,thousand,119727.0,97896.0,,,75166069.0,612235.0,115287191.25,3026702.0772999995,398068196.45999026,920517551.0,579296526.0,213176926.0,2850111243.4144096,435297380.48142743,,,948440.0,4090174.0,6126144.0,180721191.0,107641573.75,656522886.4010992,1398.0,944.60929,117379834.0,210068188.1581925,630037.0,5251160.220840001,223737.0,219157.51848000003,3026.7020772999995,398068.1964599903,2850111.24341441,435297.3804814274,656522.8864010993,0.94460929,210068.1881581925,5251.160220840001,219.15751848000002
2022-05,135,C26,thousand,120044.0,97809.0,,,76876980.0,664475.0,122026225.0,3280777.3387599997,422656125.6614599,917621280.0,582901359.0,215028115.0,2788327767.0907702,442725481.19822013,,,1013016.0,4138046.0,6169175.0,188116325.0,115775269.0,714278960.5804195,1613.0,855.49,115871531.0,209790123.12062994,665129.0,5483470.9875799995,220175.0,216438.29381000003,3280.7773387599996,422656.1256614599,2788327.7670907704,442725.48119822016,714278.9605804195,0.85549,209790.12312062993,5483.47098758,216.43829381000003
2022-06,136,C26,thousand,120241.0,97447.0,,,78722617.0,678762.0,121050714.0,3356634.3190199994,404655133.34215665,915451104.0,569079212.0,201227015.0,2699354714.8743906,398705704.5023524,,,1071631.0,4280392.0,6590890.0,195291415.0,106893403.0,682860226.7413026,1611.0,976.41651,107067495.0,204557516.72412732,704143.0,5584705.827420001,227220.0,223550.60510999997,3356.6343190199996,404655.13334215665,2699354.7148743905,398705.7045023524,682860.2267413026,0.9764165100000001,204557.51672412732,5584.705827420001,223.55060511
2022-07,137,C26,thousand,120659.0,97198.0,,,80255722.0,695063.0,122069302.0,3424041.6252599987,417666189.5472098,928134494.0,573551845.0,205226473.0,2706090481.9931703,411975861.7472078,,,1135832.0,4521093.0,6819488.0,201301640.0,112763160.0,740890420.0785221,1299.0,705.4877799999999,107458644.0,228462375.95918217,661411.0,4711377.090990001,224677.0,219851.47346,3424.041625259999,417666.1895472098,2706090.4819931705,411975.8617472078,740890.4200785221,0.7054877799999999,228462.3759591822,4711.377090990001,219.85147346000002
2022-08,138,C26,thousand,119970.0,97217.0,,,77991469.0,746240.0,133053592.0,3586295.6604100005,449431654.6887496,935025959.0,572384459.0,200983045.5,2672887498.11409,405524363.7098875,,,1170609.0,4749103.0,7057534.0,209254445.0,111728337.0,674143276.6921904,1183.0,630.19363,101732781.5,211595390.4754725,631111.0,4466795.8878999995,216150.0,207066.36436,3586.2956604100004,449431.65468874964,2672887.49811409,405524.3637098875,674143.2766921904,0.63019363,211595.39047547252,4466.7958879,207.06636436000002
2022-09,139,C26,thousand,120236.0,97072.0,,,77701744.0,722457.0,131162791.0,3505243.48069,449687809.00956017,938537898.0,568415012.0,188757942.0,2637652332.5170393,380931940.40843016,,,1242683.0,4864347.0,7035017.0,216429798.0,114141372.0,771249823.7993,1413.0,724.52953,100578125.0,226690059.80833998,601748.0,4417142.0571800005,266937.0,337325.0457299999,3505.24348069,449687.80900956015,2637652.3325170395,380931.9404084302,771249.8237993,0.7245295300000001,226690.05980833998,4417.142057180001,337.3250457299999
2022-10,140,C26,thousand,120234.0,96747.0,,,79367754.0,767402.0,140050765.0,3746522.2822200004,511834752.36591065,944231664.0,607830447.0,204527467.0,2905565899.65747,460164836.83469015,,,1290549.0,4719014.0,7211092.0,225322711.0,115349974.0,778644493.6387703,1215.0,2772.9000000000005,91378059.0,205708059.44770002,332277.0,3630040.10673,210778.0,207393.63264999999,3746.5222822200003,511834.7523659107,2905565.89965747,460164.8368346902,778644.4936387703,2.772900000000001,205708.05944770004,3630.0401067300004,207.39363265
2022-11,141,C26,thousand,120234.0,96747.0,,,80606319.0,759257.0,127599426.0,3668416.3579199994,434559910.86229986,947728880.0,556842372.0,177946232.0,2641803820.8489904,372383619.09426,,,1334449.0,4824864.0,7351681.0,230287297.0,107172526.0,713377298.7988099,1371.0,2275.3830000000003,82684963.0,180407281.04754004,197086.0,3145868.40674,226326.0,221022.17273000005,3668.4163579199994,434559.91086229985,2641803.8208489907,372383.61909426,713377.2987988099,2.275383,180407.28104754005,3145.86840674,221.02217273000005
2022-12,142,C26,thousand,120727.0,96365.0,,,81186874.0,812830.0,140578775.0,3920545.4773600004,486110771.81548005,939465892.0,585032896.0,185932815.0,2789271573.00544,395737643.0600701,,,1419271.0,4958536.0,7550065.0,236181825.0,115066259.0,779122988.32562,1471.0,3138.0768,80573071.0,187299782.37742993,204361.0,3222970.1499199998,235640.0,231550.1774,3920.5454773600004,486110.7718154801,2789271.57300544,395737.6430600701,779122.9883256201,3.1380768,187299.78237742995,3222.97014992,231.5501774
2023-01,143,C26,thousand,121894.0,96243.0,,,82452029.0,812571.0,140918856.0,3854950.9337400007,489340711.06868947,945581088.0,570948261.0,174250574.0,2705953436.5441794,375204272.42989,,,1474548.0,5057494.0,7657412.0,244234238.0,118431487.0,787480908.4974605,1711.0,2336.0278,76582588.0,179669527.69856003,175932.0,2905727.34017,242054.0,238065.51395999998,3854.950933740001,489340.7110686895,2705953.4365441795,375204.27242989,787480.9084974605,2.3360278,179669.52769856004,2905.7273401700004,238.06551395999998
2023-02,144,C26,thousand,121944.0,95969.0,,,83365756.0,738842.0,125588235.0,3578164.9799299943,446108351.02574855,954121549.0,543346477.0,158194739.0,2620977989.910996,334322143.3702,,,1559440.0,5222330.0,7758264.0,250089414.0,106728670.0,740732046.3656127,3319.0,2839.23112,68168243.0,159844404.0332698,168078.0,2767307.5047500003,216186.0,214139.07353999995,3578.1649799299944,446108.35102574853,2620977.989910996,334322.1433702,740732.0463656128,2.83923112,159844.4040332698,2767.3075047500006,214.13907353999997
2023-03,145,C26,thousand,123613.0,95893.0,,,85303238.0,826490.0,140459965.0,4015224.808069996,509202003.09136885,961258764.0,587888749.0,165234771.0,2849490246.4869146,352222280.2045704,,,1610556.0,5382044.0,7789512.0,256376760.0,122967531.0,863905960.3583105,1484.0,3305.5967,72836380.0,181984447.64642003,178422.0,3033430.38301,230733.0,225508.13348,4015.224808069996,509202.0030913689,2849490.246486915,352222.28020457044,863905.9603583105,3.3055967,181984.44764642004,3033.4303830100002,225.50813348
2023-04,146,C26,thousand,123701.0,95739.0,,,86512698.0,749303.0,140820010.0,3567584.16777,516244510.70458347,967011806.0,566730618.0,163395553.0,2812477740.6870146,376469544.3419204,,,1427883.0,5435545.0,7837235.0,260907677.0,118433877.0,811438057.2337006,1159.0,2504.0568,65986012.0,167176074.14948997,156903.0,2628275.0323199998,208814.0,207348.25676999998,3567.58416777,516244.5107045835,2812477.7406870145,376469.5443419204,811438.0572337006,2.5040568,167176.07414948998,2628.27503232,207.34825676999998
2023-05,147,C26,thousand,123968.0,95566.0,,,87747311.0,772941.0,141998076.0,3662774.0735600004,508109901.9130343,973926235.0,565590831.0,159287361.0,2780804965.333754,355887813.51593006,,,1465633.0,5545430.0,7960626.0,266757057.0,131474830.0,898482696.5749326,1359.0,3396.0240000000003,64520614.0,169137959.1784199,168727.0,2733283.2352099996,231260.0,227316.37454,3662.7740735600005,508109.9019130343,2780804.965333754,355887.8135159301,898482.6965749325,3.3960240000000006,169137.9591784199,2733.2832352099995,227.31637454
2023-06,148,C26,thousand,124610.0,94930.0,,,88682356.0,743437.0,137870682.0,3520918.6412099996,488540583.96296316,975833131.0,554042939.0,149966109.0,2726429595.896111,337784725.39616996,,,1495632.0,5688369.0,8093909.0,272015427.0,125033138.0,883798510.9366819,1124.0,4293.909,60094465.0,170129260.21455997,163043.0,2579482.70306,228773.0,226747.21729999996,3520.91864121,488540.5839629632,2726429.595896111,337784.72539617,883798.5109366819,4.293908999999999,170129.26021455997,2579.4827030600004,226.74721729999996
2023-07,149,C26,thousand,124035.0,93950.0,,,89873251.0,757911.0,143420966.0,3569291.598339999,497894278.4814429,970740526.0,555398241.0,148520969.0,2678698795.2706647,335125028.7059399,,,1536551.0,5805513.0,8122659.0,280725218.0,134667574.0,953185939.6740396,1350.0,2983.781,61443583.0,195390976.9714701,166902.0,2615323.953959999,222629.0,218174.25854000004,3569.2915983399994,497894.27848144295,2678698.7952706646,335125.0287059399,953185.9396740396,2.983781,195390.97697147008,2615.323953959999,218.17425854000004
2023-08,150,C26,thousand,125097.0,93934.0,,,91278257.0,808514.0,152079075.0,3827756.729949999,529607048.8523627,978056921.0,568510399.0,149572454.0,2716116833.697455,346046101.9672104,,,1529170.0,5899351.0,8246614.0,288164224.0,138497498.0,956410335.7381414,1079.0,2690.3860000000004,57865140.0,178391387.89403984,156506.0,2359192.89578,124994.0,121689.71974999999,3827.756729949999,529607.0488523627,2716116.833697455,346046.1019672104,956410.3357381414,2.6903860000000006,178391.38789403986,2359.19289578,121.68971975
2023-09,151,C26,thousand,125530.0,93751.0,,,93017482.0,785303.0,142095530.0,3798680.2621200006,494403619.5963852,978286201.0,534069516.0,132578787.0,2590719255.027477,305117306.9992199,,,1487340.0,5981788.0,8303183.0,295005751.0,131846363.0,928789748.5022309,1014.0,2139.2529999999997,51173127.0,161272720.62549987,152430.0,2274358.3748100004,95914.0,91856.53913999998,3798.6802621200004,494403.61959638516,2590719.2550274767,305117.3069992199,928789.7485022309,2.1392529999999996,161272.72062549987,2274.3583748100004,91.85653913999998
2023-10,152,C26,thousand,125969.0,93771.0,,,94710817.0,853926.0,159674344.0,4126373.2474300005,577743547.8377056,980170746.0,568338459.0,137528480.0,2762893257.901008,337308256.54672027,,,1530287.0,5974796.0,8348085.0,301720198.0,160372331.0,1207944028.0782683,1038.0,3691.92,52743879.0,181388555.9956698,151120.0,2314596.4840000006,84182.0,82649.97611000002,4126.37324743,577743.5478377056,2762893.2579010082,337308.2565467203,1207944.0280782683,3.69192,181388.55599566983,2314.5964840000006,82.64997611000003
2023-11,153,C26,thousand,126210.0,93736.0,,,96001382.0,789341.0,158365586.0,3912313.8234299994,590149316.4295542,976569441.0,550575141.0,130194738.0,2750323988.4505086,343791944.9955802,,,1587203.0,5874077.0,8432188.0,308738854.0,138723117.0,1016287097.1267773,930.0,3245.255,46821493.0,147946512.32241002,149673.0,2203056.3031599997,74817.0,72921.46748,3912.3138234299995,590149.3164295543,2750323.9884505086,343791.9449955802,1016287.0971267773,3.2452550000000002,147946.51232241,2203.0563031599995,72.92146748
2023-12,154,C26,thousand,126211.0,93671.0,,,97904611.0,818924.0,170670440.0,4049606.84061,583001774.8197943,960880694.0,542847035.0,130159292.0,2678425035.82792,322253492.63097984,,,1688558.0,5956884.0,8567404.0,317065667.0,150827992.0,1068185709.2625073,1100.0,4867.018,46503231.0,154843192.21735004,153117.0,2248509.1937000006,66002.0,64043.096,4049.60684061,583001.7748197943,2678425.03582792,322253.49263097986,1068185.7092625073,4.867018,154843.19221735004,2248.5091937000007,64.043096
2024-01,155,C26,thousand,126247.0,93381.0,,,99500257.0,826371.0,172558618.0,4036801.4972400004,585317660.7577136,957565545.0,527218696.0,119317514.0,2593263251.58527,303834070.3652101,,,1760454.0,6003737.0,8593226.0,321379274.0,156391490.0,1079116179.8041453,1411.0,5496.104,45014041.0,148826173.04825994,135975.0,2205491.91354,63943.0,61194.40137,4036.8014972400006,585317.6607577136,2593263.25158527,303834.0703652101,1079116.1798041454,5.496104000000001,148826.17304825995,2205.49191354,61.19440137
2024-02,156,C26,thousand,126250.0,92977.0,,,100600166.0,791056.0,161850185.0,3953454.9288999997,544314785.5598793,960670824.0,513916828.0,110896022.0,2558089366.380881,279180822.91472113,,,1701087.0,6149634.0,8773202.0,337180260.0,149392822.0,947743106.6239,1404.0,5811.479240000001,41226929.0,133235416.06167,124507.0,2104479.823210001,53399.0,50741.88082,3953.4549288999997,544314.7855598793,2558089.366380881,279180.82291472115,947743.1066239001,5.811479240000001,133235.41606167,2104.479823210001,50.74188082
