period,description,mcc,type,type_name,value_in_cr,volume_in_mn
2017-07,Miscellaneous apparel and accessory shops,5699,Medium Transacting Categories,,0.0,0.0
2017-07,Eating places and restaurants,5812,Medium Transacting Categories,,0.04,0.0
2017-07,Financial institutions merchandise and services,6012,Medium Transacting Categories,,0.63,0.0
2017-07,"Utilities electric, gas, water and sanitary",4900,Medium Transacting Categories,,0.09,0.0
2017-07,Financial institutions automated cash disbursements,6011,Medium Transacting Categories,,0.04,0.0
2017-07,Drug stores and pharmacies,5912,Medium Transacting Categories,,0.03,0.0
2017-07,Motion picture theatres,7832,Medium Transacting Categories,,0.02,0.0
2017-07,LIC,6529,Medium Transacting Categories,,0.36,0.0
2017-07,Telecommunication equipment and telephone sales,4812,All Other Categories,,0.0,0.0
2017-07,"Jewellery, watch, clock and silverware shops",5944,All Other Categories,,0.0,0.0
2017-07,Electronics shops,5732,All Other Categories,,0.01,0.0
2017-07,Miscellaneous food shops convenience and speciality retail outlets,5499,All Other Categories,,0.01,0.0
2017-07,Miscellaneous general merchandise,5399,All Other Categories,,0.11,0.0
2017-07,"Lodging hotels, motels and resorts",7011,All Other Categories,,0.0,0.0
2017-07,Business services not elsewhere classified,7399,All Other Categories,,0.02,0.0
2017-07,"Furniture, home furnishings and equipment shops and manufacturers, except appliances",5712,All Other Categories,,0.0,0.0
2017-07,Hospitals,8062,All Other Categories,,0.0,0.0
2017-07,Others,Others,All Other Categories,,0.35,0.02
2017-07,Total,,All Other Categories,,95.74,2.72
2017-08,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,85.88,2.74
2017-08,Government services not elsewhere classified,9399,High Transacting Categories,,0.18,0.6
2017-08,Groceries and supermarkets,5411,High Transacting Categories,,36.64,0.4
2017-08,Wire transfers and money orders,4829,High Transacting Categories,,2.08,0.15
2017-08,Department stores,5311,High Transacting Categories,,8.33,0.07
2017-08,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,0.66,0.05
2017-08,Travel agencies and tour operators,4722,High Transacting Categories,,3.27,0.03
2017-08,Bus lines,4131,High Transacting Categories,,2.02,0.03
2017-08,Taxi-cabs and limousines,4121,High Transacting Categories,,0.24,0.02
2017-08,General contractors residential and commercial,1520,High Transacting Categories,,2.36,0.02
2017-08,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,Medium Transacting Categories,,1.07,0.01
2017-08,Eating places and restaurants,5812,Medium Transacting Categories,,0.22,0.01
2017-08,Motion picture theatres,7832,Medium Transacting Categories,,0.26,0.01
2017-08,Debt collection agencies,7322,Medium Transacting Categories,,4.39,0.01
2017-08,Theatrical producers (except motion pictures) and ticket agencies,7922,Medium Transacting Categories,,0.14,0.0
2017-08,Financial institutions automated cash disbursements,6011,Medium Transacting Categories,,0.23,0.0
2017-08,Business services not elsewhere classified,7399,Medium Transacting Categories,,0.09,0.0
2017-08,Miscellaneous apparel and accessory shops,5699,Medium Transacting Categories,,0.0,0.0
2017-08,Miscellaneous food shops convenience and speciality retail outlets,5499,Medium Transacting Categories,,0.03,0.0
2017-08,Financial institutions merchandise and services,6012,Medium Transacting Categories,,0.87,0.0
2017-08,LIC,6529,All Other Categories,,0.53,0.0
2017-08,"Utilities electric, gas, water and sanitary",4900,All Other Categories,,0.07,0.0
2017-08,Drug stores and pharmacies,5912,All Other Categories,,0.03,0.0
2017-08,Miscellaneous general merchandise,5399,All Other Categories,,0.14,0.0
2017-08,Telecommunication equipment and telephone sales,4812,All Other Categories,,0.0,0.0
2017-08,"Jewellery, watch, clock and silverware shops",5944,All Other Categories,,0.01,0.0
2017-08,Electronics shops,5732,All Other Categories,,0.01,0.0
2017-08,Service stations (with or without ancillary services),5541,All Other Categories,,0.02,0.0
2017-08,"Lodging hotels, motels and resorts",7011,All Other Categories,,0.01,0.0
2017-08,Others,Others,All Other Categories,,0.46,0.04
2017-08,Total,,All Other Categories,,150.24,4.19
2017-09,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,90.5,2.79
2017-09,Government services not elsewhere classified,9399,High Transacting Categories,,0.31,0.65
2017-09,Groceries and supermarkets,5411,High Transacting Categories,,35.95,0.44
2017-09,Department stores,5311,High Transacting Categories,,33.39,0.24
2017-09,Wire transfers and money orders,4829,High Transacting Categories,,2.33,0.18
2017-09,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,1.11,0.09
2017-09,Taxi-cabs and limousines,4121,High Transacting Categories,,0.89,0.07
2017-09,Travel agencies and tour operators,4722,High Transacting Categories,,4.51,0.04
2017-09,Bus lines,4131,High Transacting Categories,,2.42,0.03
2017-09,General contractors residential and commercial,1520,High Transacting Categories,,1.51,0.02
2017-09,Motion picture theatres,7832,Medium Transacting Categories,,0.48,0.02
2017-09,Eating places and restaurants,5812,Medium Transacting Categories,,0.36,0.01
2017-09,Debt collection agencies,7322,Medium Transacting Categories,,6.48,0.01
2017-09,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,Medium Transacting Categories,,0.98,0.01
2017-09,Business services not elsewhere classified,7399,Medium Transacting Categories,,0.14,0.01
2017-09,Theatrical producers (except motion pictures) and ticket agencies,7922,Medium Transacting Categories,,0.28,0.01
2017-09,Miscellaneous food shops convenience and speciality retail outlets,5499,Medium Transacting Categories,,0.12,0.01
2017-09,Financial institutions automated cash disbursements,6011,Medium Transacting Categories,,0.34,0.0
2017-09,Financial institutions merchandise and services,6012,Medium Transacting Categories,,1.4,0.0
2017-09,Drug stores and pharmacies,5912,Medium Transacting Categories,,0.11,0.0
2017-09,Miscellaneous general merchandise,5399,All Other Categories,,0.19,0.0
2017-09,LIC,6529,All Other Categories,,0.7,0.0
2017-09,"Utilities electric, gas, water and sanitary",4900,All Other Categories,,0.11,0.0
2017-09,Service stations (with or without ancillary services),5541,All Other Categories,,0.04,0.0
2017-09,Miscellaneous apparel and accessory shops,5699,All Other Categories,,0.0,0.0
2017-09,"Lodging hotels, motels and resorts",7011,All Other Categories,,0.01,0.0
2017-09,Petroleum and petroleum products,5172,All Other Categories,,0.02,0.0
2017-09,"Insurance sales, underwriting and premiums",6300,All Other Categories,,0.23,0.0
2017-09,"Jewellery, watch, clock and silverware shops",5944,All Other Categories,,0.04,0.0
2017-09,Others,Others,All Other Categories,,0.25,0.01
2017-09,Total,,All Other Categories,,185.2,4.64
2017-10,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,148.34,4.61
2017-10,Groceries and supermarkets,5411,High Transacting Categories,,54.47,0.71
2017-10,Government services not elsewhere classified,9399,High Transacting Categories,,0.38,0.59
2017-10,Department stores,5311,High Transacting Categories,,46.66,0.31
2017-10,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,3.0,0.22
2017-10,Wire transfers and money orders,4829,High Transacting Categories,,2.64,0.2
2017-10,Taxi-cabs and limousines,4121,High Transacting Categories,,1.71,0.14
2017-10,Travel agencies and tour operators,4722,High Transacting Categories,,8.05,0.07
2017-10,Bus lines,4131,High Transacting Categories,,4.45,0.06
2017-10,Debt collection agencies,7322,High Transacting Categories,,27.51,0.05
2017-10,General contractors residential and commercial,1520,Medium Transacting Categories,,2.14,0.03
2017-10,Eating places and restaurants,5812,Medium Transacting Categories,,0.52,0.02
2017-10,Motion picture theatres,7832,Medium Transacting Categories,,0.5,0.02
2017-10,Theatrical producers (except motion pictures) and ticket agencies,7922,Medium Transacting Categories,,0.71,0.02
2017-10,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,Medium Transacting Categories,,1.31,0.01
2017-10,Business services not elsewhere classified,7399,Medium Transacting Categories,,0.17,0.01
2017-10,Miscellaneous food shops convenience and speciality retail outlets,5499,Medium Transacting Categories,,0.16,0.01
2017-10,Drug stores and pharmacies,5912,Medium Transacting Categories,,0.32,0.01
2017-10,Financial institutions merchandise and services,6012,Medium Transacting Categories,,2.24,0.01
2017-10,Financial institutions automated cash disbursements,6011,Medium Transacting Categories,,0.47,0.01
2017-10,Miscellaneous general merchandise,5399,All Other Categories,,0.23,0.0
2017-10,"Betting, including lottery tickets, casino gaming chips, off-track betting and wagers at race tracks",7995,All Other Categories,,0.16,0.0
2017-10,"Gift, card, novelty and souvenir shops",5947,All Other Categories,,0.24,0.0
2017-10,LIC,6529,All Other Categories,,0.97,0.0
2017-10,"Utilities electric, gas, water and sanitary",4900,All Other Categories,,0.1,0.0
2017-10,"Lodging hotels, motels and resorts",7011,All Other Categories,,0.02,0.0
2017-10,Service stations (with or without ancillary services),5541,All Other Categories,,0.04,0.0
2017-10,Petroleum and petroleum products,5172,All Other Categories,,0.03,0.0
2017-10,Buying and shopping services and clubs,7278,All Other Categories,,0.01,0.0
2017-10,Others,Others,All Other Categories,,0.74,-0.01
2017-10,Total,,All Other Categories,,308.29,7.1
2017-11,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,188.74,7.53
2017-11,Groceries and supermarkets,5411,High Transacting Categories,,75.68,1.18
2017-11,Government services not elsewhere classified,9399,High Transacting Categories,,0.34,0.54
2017-11,Taxi-cabs and limousines,4121,High Transacting Categories,,3.35,0.29
2017-11,Wire transfers and money orders,4829,High Transacting Categories,,3.06,0.21
2017-11,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,2.96,0.15
2017-11,Department stores,5311,High Transacting Categories,,13.93,0.13
2017-11,Travel agencies and tour operators,4722,High Transacting Categories,,10.33,0.1
2017-11,Bus lines,4131,High Transacting Categories,,6.43,0.09
2017-11,Debt collection agencies,7322,High Transacting Categories,,46.42,0.07
2017-11,Eating places and restaurants,5812,Medium Transacting Categories,,1.14,0.05
2017-11,General contractors residential and commercial,1520,Medium Transacting Categories,,2.85,0.03
2017-11,Miscellaneous food shops convenience and speciality retail outlets,5499,Medium Transacting Categories,,0.22,0.02
2017-11,Theatrical producers (except motion pictures) and ticket agencies,7922,Medium Transacting Categories,,0.71,0.02
2017-11,Business services not elsewhere classified,7399,Medium Transacting Categories,,0.25,0.01
2017-11,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,Medium Transacting Categories,,1.39,0.01
2017-11,Drug stores and pharmacies,5912,Medium Transacting Categories,,0.5,0.01
2017-11,"Betting, including lottery tickets, casino gaming chips, off-track betting and wagers at race tracks",7995,Medium Transacting Categories,,0.49,0.01
2017-11,Motion picture theatres,7832,Medium Transacting Categories,,0.3,0.01
2017-11,Financial institutions merchandise and services,6012,Medium Transacting Categories,,2.97,0.01
2017-11,Miscellaneous general merchandise,5399,All Other Categories,,0.29,0.01
2017-11,Financial institutions automated cash disbursements,6011,All Other Categories,,0.51,0.0
2017-11,"Utilities electric, gas, water and sanitary",4900,All Other Categories,,0.37,0.0
2017-11,LIC,6529,All Other Categories,,1.31,0.0
2017-11,Petroleum and petroleum products,5172,All Other Categories,,0.11,0.0
2017-11,Beauty and barber shops,7230,All Other Categories,,0.21,0.0
2017-11,"Lodging hotels, motels and resorts",7011,All Other Categories,,0.03,0.0
2017-11,Service stations (with or without ancillary services),5541,All Other Categories,,0.04,0.0
2017-11,"Jewellery, watch, clock and silverware shops",5944,All Other Categories,,0.1,0.0
2017-11,Others,Others,All Other Categories,,1.24,0.02
2017-11,Total,,All Other Categories,,366.27,10.5
2017-12,Miscellaneous personal services not elsewhere classified,7299,High Transacting Categories,,164.98,8.61
2017-12,Groceries and supermarkets,5411,High Transacting Categories,,118.75,1.59
2017-12,"Utilities electric, gas, water and sanitary",4900,High Transacting Categories,,33.25,0.44
2017-12,Taxi-cabs and limousines,4121,High Transacting Categories,,4.9,0.41
2017-12,Government services not elsewhere classified,9399,High Transacting Categories,,0.56,0.35
2017-12,Department stores,5311,High Transacting Categories,,33.76,0.27
2017-12,Wire transfers and money orders,4829,High Transacting Categories,,3.21,0.22
2017-12,"Telecommunication services, including local and long distance calls, credit card calls, calls through use of magnetic stripe reading telephones and faxes",4814,High Transacting Categories,,3.68,0.18
2017-12,Bus lines,4131,High Transacting Categories,,11.53,0.14
2017-12,Travel agencies and tour operators,4722,High Transacting Categories,,15.06,0.13
2017-12,Debt collection agencies,7322,Medium Transacting Categories,,81.63,0.11
2017-12,"Jewellery, watch, clock and silverware shops",5944,Medium Transacting Categories,,3.15,0.05
2017-12,General contractors residential and commercial,1520,Medium Transacting Categories,,6.12,0.04
2017-12,Eating places and restaurants,5812,Medium Transacting Categories,,0.73,0.03
2017-12,"Motor freight carriers and trucking local and long distance, moving and storage companies and local delivery",4214,Medium Transacting Categories,,2.98,0.03
2017-12,Business services not elsewhere classified,7399,Medium Transacting Categories,,0.33,0.02
2017-12,Drug stores and pharmacies,5912,Medium Transacting Categories,,0.91,0.02
2017-12,Miscellaneous food shops convenience and speciality retail outlets,5499,Medium Transacting Categories,,0.31,0.02
2017-12,Motion picture theatres,7832,Medium Transacting Categories,,0.59,0.02
2017-12,"Betting, including lottery tickets, casino gaming chips, off-track betting and wagers at race tracks",7995,Medium Transacting Categories,,0.73,0.02
